"Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Income_Clean","Age","Education","Marital_Status","Country"
1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,35946,75,"PhD","Divorced","AUS"
0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,36262,41,"Master","Married","SP"
0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,44551,70,"Master","Widow","SA"
0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,71367,65,"Graduation","Together","SP"
0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,71367,65,"Graduation","Together","SP"
0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,57957,65,"Graduation","Together","CA"
0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,50334,52,"2n Cycle","Together","SA"
0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,48150,75,"Master","Married","GER"
0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56796,55,"Graduation","Married","SP"
0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56796,55,"Graduation","Married","AUS"
0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,52278,61,"PhD","Widow","SA"
0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,52278,61,"PhD","Widow","SP"
0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,7500,28,"2n Cycle","Married","AUS"
1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,33444,72,"Master","Married","SP"
1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,20895,51,"Graduation","Married","AUS"
1,0,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,37509,48,"Master","Together","GER"
1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,88097,46,"Master","Married","SP"
1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,59041,51,"Graduation","Married","SA"
0,0,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,43322,50,"Graduation","Single","IND"
1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,46015,69,"PhD","Together","SA"
1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,46015,69,"PhD","Together","CA"
0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,34242,65,"Master","Married","SP"
0,1,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,65210,69,"Graduation","Married","CA"
0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,50520,66,"PhD","Widow","SP"
0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,90765,54,"Graduation","Married","CA"
0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,80589,80,"Graduation","Married","AUS"
1,1,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,49572,66,"Master","Married","CA"
0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,75437,46,"Graduation","Together","SP"
1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,44635,53,"Master","Divorced","SP"
0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,58512,60,"Graduation","Married","GER"
0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,62000,72,"PhD","Single","SP"
1,1,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,54252,68,"Graduation","Single","AUS"
0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,45068,50,"PhD","Together","SP"
0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,60474,45,"Graduation","Single","IND"
0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,60474,45,"Graduation","Single","CA"
1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,56337,43,"2n Cycle","Married","SP"
1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,22434,37,"Graduation","Together","SP"
0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,61416,42,"Graduation","Together","US"
0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,92163,49,"Master","Married","SP"
0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,58656,68,"Master","Together","SP"
1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,8940,38,"Basic","Single","SP"
2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,26751,50,"Graduation","Married","SP"
2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,71427,46,"Graduation","Married","US"
1,0,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,26646,40,"Graduation","Together","US"
1,0,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,19346,50,"Graduation","Divorced","CA"
1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,56243,49,"Graduation","Single","US"
0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,59892,54,"PhD","Married","CA"
0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,71613,59,"Graduation","Together","US"
1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,25252,38,"Graduation","Married","AUS"
1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,42160,49,"Graduation","Single","SP"
1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,15862,45,"Basic","Single","SP"
0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,82584,50,"Master","Married","SP"
1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,38360,35,"Graduation","Married","AUS"
1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,75283,67,"PhD","Married","SA"
1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,34941,68,"Master","Together","AUS"
0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,61823,72,"Graduation","Single","AUS"
0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,90226,68,"Master","Married","SA"
0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,44989,50,"Graduation","Married","SP"
0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,44989,50,"Graduation","Married","SP"
0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,43586,44,"Graduation","Married","GER"
1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,32233,50,"Graduation","Single","SP"
0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,62882,55,"Graduation","Together","AUS"
0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,57288,61,"Master","Together","CA"
1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,75774,43,"2n Cycle","Together","SA"
1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,75774,43,"2n Cycle","Together","SP"
0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,90247,36,"Master","Single","US"
0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,32218,64,"2n Cycle","Single","SP"
0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,84219,36,"Graduation","Married","SA"
0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,84219,36,"Graduation","Married","CA"
0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,48877,58,"Graduation","Divorced","SP"
0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,60905,74,"Graduation","Together","US"
0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,75236,60,"Graduation","Married","SP"
0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,62551,71,"Graduation","Divorced","IND"
0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,70123,41,"PhD","Together","IND"
1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,50785,62,"Graduation","Single","CA"
0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,15315,54,"2n Cycle","Married","SP"
0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,15315,54,"2n Cycle","Married","SP"
0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,64413,54,"PhD","Together","SP"
0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,87171,43,"PhD","Married","SP"
0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,30081,63,"Graduation","Single","SP"
0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,20180,48,"Graduation","Single","SP"
0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,20180,48,"Graduation","Single","SP"
0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,55686,58,"Graduation","Divorced","SP"
0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,26887,65,"2n Cycle","Married","SP"
0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,61996,47,"PhD","Married","SP"
0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,51537,72,"Graduation","Divorced","SA"
0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,72025,62,"Graduation","Together","SP"
1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,30538,53,"Master","Together","SP"
0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,61618,33,"2n Cycle","Single","IND"
0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,77343,59,"Graduation","Married","CA"
1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,75433,35,"Graduation","Married","SP"
0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,82571,62,"PhD","Widow","SP"
0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60033,70,"Master","Together","SP"
1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,39062,41,"Graduation","Single","SP"
1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,30023,52,"Graduation","Married","SP"
1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,30015,54,"Graduation","Single","SP"
1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,33228,44,"Graduation","Married","SP"
2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,22574,57,"Graduation","Married","SP"
2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,22574,57,"Graduation","Married","SP"
0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,55267,67,"Graduation","Married","CA"
0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,66886,66,"Graduation","Together","SP"
0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,72258,53,"Graduation","Single","CA"
0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,82733,40,"PhD","Single","SP"
1,1,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,45146,61,"Graduation","Divorced","IND"
1,0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,51250,34,"2n Cycle","Single","SA"
1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,32871,73,"Graduation","Married","US"
0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,63855,46,"2n Cycle","Together","GER"
0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,42564,56,"PhD","Divorced","CA"
0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,46344,52,"2n Cycle","Together","CA"
0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,50437,61,"Graduation","Married","SP"
0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,70971,64,"Graduation","Together","SP"
2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,37774,47,"Graduation","Single","SP"
1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,4023,61,"PhD","Married","SP"
0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,33279,58,"Graduation","Single","SP"
1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42693,46,"Graduation","Married","SP"
0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,70545,72,"Master","Together","AUS"
0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,65486,67,"Graduation","Widow","AUS"
0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,77882,43,"Master","Together","SA"
0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,78468,64,"Graduation","Together","US"
0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,77226,61,"Graduation","Together","SP"
0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,90638,33,"Master","Single","SP"
0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,90638,33,"Master","Single","SA"
0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,70666,76,"Graduation","Together","AUS"
0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,59052,65,"2n Cycle","Divorced","SA"
0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,13084,72,"Basic","Together","US"
0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,49160,75,"Graduation","Divorced","SP"
0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,23272,71,"Graduation","Divorced","SP"
0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,49476,61,"Master","Divorced","CA"
1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,62694,59,"Master","Married","SP"
0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,57906,51,"PhD","Together","IND"
0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,71853,42,"Graduation","Together","SP"
0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,71853,42,"Graduation","Together","SP"
0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,65031,65,"Graduation","Married","GER"
0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,30507,64,"Graduation","Together","SP"
0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,67419,54,"Graduation","Together","CA"
0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,59462,74,"Graduation","Married","US"
0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,95529,30,"Graduation","Single","SA"
0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,53653,71,"Graduation","Widow","SP"
0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,25965,44,"Basic","Married","SP"
1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,22979,54,"Graduation","Married","SP"
0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,64950,73,"PhD","Single","SA"
1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,44322,39,"Graduation","Married","SA"
1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,30096,41,"Graduation","Married","GER"
1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,30096,41,"Graduation","Married","SP"
0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,56628,47,"Graduation","Single","CA"
0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,82326,47,"2n Cycle","Together","SP"
0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,71163,29,"Graduation","Single","GER"
0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,71022,46,"Graduation","Divorced","US"
0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,42607,70,"2n Cycle","Single","SA"
0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,43057,49,"Graduation","Married","SP"
0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,47808,49,"Master","Married","SP"
1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,29236,37,"Graduation","Single","SP"
1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,40590,55,"Graduation","Widow","CA"
1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,40590,55,"Graduation","Widow","CA"
0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,77520,65,"Master","Married","SP"
1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,40211,43,"Graduation","Married","SP"
1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,63516,51,"PhD","Together","CA"
1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,53034,50,"Graduation","Divorced","US"
1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,22669,49,"Master","Together","SP"
0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,79908,42,"Graduation","Married","SP"
0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,69867,38,"PhD","Single","SA"
0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,70287,58,"Graduation","Divorced","AUS"
1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,37070,58,"Graduation","Single","SA"
1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,37070,58,"Graduation","Single","SP"
1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,38179,58,"Master","Married","SA"
1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,39922,41,"Graduation","Married","IND"
1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,39922,41,"Graduation","Married","GER"
1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,39922,41,"Graduation","Married","SA"
0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,64191,61,"Master","Single","SP"
1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,41658,49,"2n Cycle","Single","AUS"
0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,40780,48,"Graduation","Divorced","CA"
0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,77568,45,"Graduation","Together","SP"
1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,66503,39,"Graduation","Single","SP"
0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,83512,38,"Graduation","Married","SP"
1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,31686,60,"PhD","Married","SA"
0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,71322,48,"Graduation","Together","AUS"
1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,27938,36,"Graduation","Single","AUS"
1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,22263,73,"Graduation","Divorced","SP"
2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,34633,68,"Graduation","Together","SA"
1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,42162,43,"Graduation","Together","SP"
1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,162397,48,"PhD","Together","SP"
1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,54162,46,"Graduation","Widow","SP"
0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,41769,69,"2n Cycle","Divorced","IND"
0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,44953,43,"PhD","Together","GER"
1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,37717,46,"PhD","Married","SA"
1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,37717,46,"PhD","Married","SP"
0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,40548,54,"Graduation","Together","AUS"
0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,67893,49,"2n Cycle","Divorced","SA"
0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,69267,71,"Graduation","Single","SA"
1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,9548,48,"Basic","Divorced","CA"
0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,68281,66,"Graduation","Single","SP"
0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,92556,64,"2n Cycle","Together","SP"
1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,48526,45,"Graduation","Single","SP"
0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,90273,33,"Graduation","Single","SP"
1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,19414,43,"2n Cycle","Together","CA"
0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,79761,66,"PhD","Single","SA"
0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,53312,73,"PhD","Married","SP"
0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,41039,42,"2n Cycle","Together","US"
0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,88347,63,"Graduation","Together","SP"
0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,50150,41,"PhD","Married","CA"
0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,50150,41,"PhD","Married","SP"
1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,10245,53,"Graduation","Single","SP"
1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,33454,39,"PhD","Married","US"
1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,40887,72,"Graduation","Single","SP"
0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,55914,49,"Graduation","Together","US"
1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,37292,41,"Graduation","Together","SP"
0,1,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,52914,53,"Graduation","Married","CA"
1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,24884,52,"2n Cycle","Married","SP"
0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,67384,54,"Graduation","Single","SP"
0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,51651,64,"Graduation","Married","AUS"
0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,82497,44,"Graduation","Married","SA"
0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,32632,61,"2n Cycle","Married","SP"
1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,33562,61,"Master","Married","IND"
1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,79146,57,"Graduation","Single","GER"
1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,79146,57,"Graduation","Single","SP"
1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,36143,43,"Master","Single","SP"
1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,27159,51,"Master","Married","SP"
1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,41275,64,"Master","Together","CA"
0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,76800,59,"2n Cycle","Married","IND"
0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,75794,37,"Graduation","Married","SA"
1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,30833,73,"Graduation","Married","SP"
1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,26518,75,"PhD","Single","US"
0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,0,91065,43,"Graduation","Single","SP"
0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,45183,62,"Master","Single","CA"
0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,1,48070,74,"Graduation","Together","SP"
1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,30372,53,"Graduation","Widow","SP"
1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,30372,53,"Graduation","Widow","SP"
0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,0,57036,49,"2n Cycle","Married","IND"
0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,66731,54,"Graduation","Widow","SP"
